Time,Amplitude
5.412361,20.764078
5.416361,17.624229
5.420361,18.397839
5.424362,16.702447
5.428362,15.925038
5.432362,13.166852
5.436362,13.046077
5.440363,9.997495
5.444363,9.890560
5.448363,15.778367
5.452363,11.271390
5.456364,10.662416
5.460364,8.372061
5.464364,9.894066
5.468365,6.201529
5.472365,4.099290
5.476365,3.535376
5.480365,4.381125
5.484366,5.605528
5.488366,5.480770
5.492366,9.156545
5.496366,12.292249
5.500367,16.078467
5.504367,18.609274
5.508367,23.515038
5.512367,21.541208
5.516368,26.069884
5.520368,29.008357
5.524368,27.672594
5.528369,22.628655
5.532369,21.517566
5.536369,22.424845
5.540369,20.518971
5.544370,18.015810
5.548370,19.718156
5.552370,18.158613
5.556370,18.347533
5.560371,17.381749
5.564371,17.082305
5.568371,17.870830
5.572371,16.875358
5.576372,11.582441
5.580372,11.386326
5.584372,11.793864
5.588373,10.448635
